SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
πόνῳ,urn:cite:fuSyntax:0085003tokens.2896930_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:75.7,urn:cite:fuSyntax:0085003sentences.2896930,518,n-s---md-,urn:cite:fuSyntax:0085003tokens.2896930_3,πόνοσ
πέδας,urn:cite:fuSyntax:0085003tokens.2896931_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:76.5,urn:cite:fuSyntax:0085003sentences.2896931,524,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2896931_3,πέδη1
οὑπιτιμητής,urn:cite:fuSyntax:0085003tokens.2896932_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:77.2,urn:cite:fuSyntax:0085003sentences.2896932,527,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896932_1,ἐπιτιμητήσ
ἔργων,urn:cite:fuSyntax:0085003tokens.2896932_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:77.5,urn:cite:fuSyntax:0085003sentences.2896932,530,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2896932_2,ἔργον1
μορφῇ,urn:cite:fuSyntax:0085003tokens.2896933_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:78.2,urn:cite:fuSyntax:0085003sentences.2896933,534,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2896933_1,μορφή1
γλῶσσά,urn:cite:fuSyntax:0085003tokens.2896933_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:78.3,urn:cite:fuSyntax:0085003sentences.2896933,535,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896933_5,γλῶσσα1
αὐθαδίαν,urn:cite:fuSyntax:0085003tokens.2896934_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:79.7,urn:cite:fuSyntax:0085003sentences.2896934,545,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896934_9,αὐθαδία1
ὀργῆς,urn:cite:fuSyntax:0085003tokens.2896934_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:80.1,urn:cite:fuSyntax:0085003sentences.2896934,546,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896934_10,ὀργή1
τραχύτητα,urn:cite:fuSyntax:0085003tokens.2896934_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:80.3,urn:cite:fuSyntax:0085003sentences.2896934,548,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896934_9,τραχύτησ
κώλοισιν,urn:cite:fuSyntax:0085003tokens.2896935_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:81.4,urn:cite:fuSyntax:0085003sentences.2896935,557,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2896935_5,κῶλον1
ἀμφίβληστρ᾽,urn:cite:fuSyntax:0085003tokens.2896935_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:81.5,urn:cite:fuSyntax:0085003sentences.2896935,558,n-p---na-,urn:cite:fuSyntax:0085003tokens.2896935_6,ἀμφίβληστρον1
θεῶν,urn:cite:fuSyntax:0085003tokens.2896936_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:82.5,urn:cite:fuSyntax:0085003sentences.2896936,565,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896936_6,θεόσ
γέρα,urn:cite:fuSyntax:0085003tokens.2896936_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:82.6,urn:cite:fuSyntax:0085003sentences.2896936,566,n-p---na-,urn:cite:fuSyntax:0085003tokens.2896936_7,γέρασ
πόνων,urn:cite:fuSyntax:0085003tokens.2896937_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:84.6,urn:cite:fuSyntax:0085003sentences.2896937,578,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896937_1,πόνοσ
δαίμονες,urn:cite:fuSyntax:0085003tokens.2896938_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:85.3,urn:cite:fuSyntax:0085003sentences.2896938,582,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2896938_5,δαίμων1
Προμηθέα,urn:cite:fuSyntax:0085003tokens.2896938_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:85.4,urn:cite:fuSyntax:0085003sentences.2896938,583,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896938_5,Προμηθεύσ
προμηθέως,urn:cite:fuSyntax:0085003tokens.2896939_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:86.7,urn:cite:fuSyntax:0085003sentences.2896939,590,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896939_4,προμηθεύσ
τρόπῳ,urn:cite:fuSyntax:0085003tokens.2896939_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:87.2,urn:cite:fuSyntax:0085003sentences.2896939,593,n-s---md-,urn:cite:fuSyntax:0085003tokens.2896939_10,τρόποσ
τέχνης,urn:cite:fuSyntax:0085003tokens.2896939_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:87.5,urn:cite:fuSyntax:0085003sentences.2896939,596,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896939_10,τέχνη1
αἰθὴρ,urn:cite:fuSyntax:0085003tokens.2896940_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:88.3,urn:cite:fuSyntax:0085003sentences.2896940,600,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896940_19,αἰθήρ1
πνοαί,urn:cite:fuSyntax:0085003tokens.2896940_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:88.6,urn:cite:fuSyntax:0085003sentences.2896940,603,n-p---fv-,urn:cite:fuSyntax:0085003tokens.2896940_19,πνοή1
ποταμῶν,urn:cite:fuSyntax:0085003tokens.2896940_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:89.1,urn:cite:fuSyntax:0085003sentences.2896940,605,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896940_10,ποταμόσ
πηγαί,urn:cite:fuSyntax:0085003tokens.2896940_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:89.3,urn:cite:fuSyntax:0085003sentences.2896940,607,n-p---fv-,urn:cite:fuSyntax:0085003tokens.2896940_19,πηγή1
κυμάτων,urn:cite:fuSyntax:0085003tokens.2896940_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:89.7,urn:cite:fuSyntax:0085003sentences.2896940,611,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2896940_16,κῦμα1
γέλασμα,urn:cite:fuSyntax:0085003tokens.2896940_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:90.2,urn:cite:fuSyntax:0085003sentences.2896940,613,n-s---nv-,urn:cite:fuSyntax:0085003tokens.2896940_19,γέλασμα
παμμῆτόρ,urn:cite:fuSyntax:0085003tokens.2896940_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:90.4,urn:cite:fuSyntax:0085003sentences.2896940,615,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2896940_20,παμμήτωρ1
γῆ,urn:cite:fuSyntax:0085003tokens.2896940_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:90.6,urn:cite:fuSyntax:0085003sentences.2896940,617,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2896940_19,γῆ1
πανόπτην,urn:cite:fuSyntax:0085003tokens.2896940_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:91.3,urn:cite:fuSyntax:0085003sentences.2896940,621,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896940_25,πανόπτησ
κύκλον,urn:cite:fuSyntax:0085003tokens.2896940_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:91.4,urn:cite:fuSyntax:0085003sentences.2896940,622,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896940_27,κύκλοσ
ἡλίου,urn:cite:fuSyntax:0085003tokens.2896940_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:91.5,urn:cite:fuSyntax:0085003sentences.2896940,623,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896940_25,ἥλιοσ
θεῶν,urn:cite:fuSyntax:0085003tokens.2896941_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:92.5,urn:cite:fuSyntax:0085003sentences.2896941,630,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896941_4,θεόσ
θεός,urn:cite:fuSyntax:0085003tokens.2896941_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:92.7,urn:cite:fuSyntax:0085003sentences.2896941,632,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896941_6,θεόσ
αἰκείαισιν,urn:cite:fuSyntax:0085003tokens.2896942_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:93.3,urn:cite:fuSyntax:0085003sentences.2896942,636,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2896942_4,αἰκία1
χρόνον,urn:cite:fuSyntax:0085003tokens.2896942_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:95.1,urn:cite:fuSyntax:0085003sentences.2896942,640,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896942_8,χρόνοσ
ταγὸς,urn:cite:fuSyntax:0085003tokens.2896943_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:96.4,urn:cite:fuSyntax:0085003sentences.2896943,646,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896943_6,ταγόσ
μακάρων,urn:cite:fuSyntax:0085003tokens.2896943_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:96.5,urn:cite:fuSyntax:0085003sentences.2896943,647,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896943_4,μάκαρ1
δεσμὸν,urn:cite:fuSyntax:0085003tokens.2896943_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:97.4,urn:cite:fuSyntax:0085003sentences.2896943,651,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896943_6,δεσμόσ
πῆμα,urn:cite:fuSyntax:0085003tokens.2896944_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:99.1,urn:cite:fuSyntax:0085003sentences.2896944,662,n-s---na-,urn:cite:fuSyntax:0085003tokens.2896944_11,πῆμα1
μόχθων,urn:cite:fuSyntax:0085003tokens.2896944_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:99.6,urn:cite:fuSyntax:0085003sentences.2896944,667,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896944_16,μόχθοσ
τέρματα,urn:cite:fuSyntax:0085003tokens.2896944_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:100.2,urn:cite:fuSyntax:0085003sentences.2896944,669,n-p---na-,urn:cite:fuSyntax:0085003tokens.2896944_18,τέρμα1
πῆμ᾽,urn:cite:fuSyntax:0085003tokens.2896946_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:103.1,urn:cite:fuSyntax:0085003sentences.2896946,687,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2896946_13,πῆμα1
αἶσαν,urn:cite:fuSyntax:0085003tokens.2896947_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:104.1,urn:cite:fuSyntax:0085003sentences.2896947,695,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896947_6,αἶσα1
ἀνάγκης,urn:cite:fuSyntax:0085003tokens.2896947_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:105.3,urn:cite:fuSyntax:0085003sentences.2896947,704,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896947_17,ἀνάγκη1
σθένος,urn:cite:fuSyntax:0085003tokens.2896947_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:105.6,urn:cite:fuSyntax:0085003sentences.2896947,707,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2896947_15,σθένοσ
τύχας,urn:cite:fuSyntax:0085003tokens.2896948_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:106.9,urn:cite:fuSyntax:0085003sentences.2896948,717,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2896948_6,τύχη1
γέρα,urn:cite:fuSyntax:0085003tokens.2896949_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:107.9,urn:cite:fuSyntax:0085003sentences.2896949,726,n-p---na-,urn:cite:fuSyntax:0085003tokens.2896949_4,γέρασ
ἀνάγκαις,urn:cite:fuSyntax:0085003tokens.2896949_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:108.2,urn:cite:fuSyntax:0085003sentences.2896949,728,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2896949_7,ἀνάγκη1
πυρὸς,urn:cite:fuSyntax:0085003tokens.2896950_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:109.4,urn:cite:fuSyntax:0085003sentences.2896950,736,n-s---ng-,urn:cite:fuSyntax:0085003tokens.2896950_5,πῦρ1
πηγὴν,urn:cite:fuSyntax:0085003tokens.2896950_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:110.1,urn:cite:fuSyntax:0085003sentences.2896950,737,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896950_3,πηγή1
διδάσκαλος,urn:cite:fuSyntax:0085003tokens.2896950_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:110.5,urn:cite:fuSyntax:0085003sentences.2896950,741,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896950_14,διδάσκαλοσ
τέχνης,urn:cite:fuSyntax:0085003tokens.2896950_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:110.6,urn:cite:fuSyntax:0085003sentences.2896950,742,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896950_9,τέχνη1
βροτοῖς,urn:cite:fuSyntax:0085003tokens.2896950_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:111.2,urn:cite:fuSyntax:0085003sentences.2896950,744,n-p---md-,urn:cite:fuSyntax:0085003tokens.2896950_13,βροτόσ
πόρος,urn:cite:fuSyntax:0085003tokens.2896950_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:111.6,urn:cite:fuSyntax:0085003sentences.2896950,748,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896950_14,πόροσ
ποινὰς,urn:cite:fuSyntax:0085003tokens.2896951_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:112.2,urn:cite:fuSyntax:0085003sentences.2896951,751,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2896951_4,ποινή1
ἀμπλακημάτων,urn:cite:fuSyntax:0085003tokens.2896951_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:112.3,urn:cite:fuSyntax:0085003sentences.2896951,752,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2896951_2,ἀμπλάκημα1
δεσμοῖς,urn:cite:fuSyntax:0085003tokens.2896951_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:113.2,urn:cite:fuSyntax:0085003sentences.2896951,755,n-p---md-,urn:cite:fuSyntax:0085003tokens.2896951_7,δεσμόσ
ἀχώ,urn:cite:fuSyntax:0085003tokens.2896953_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:115.2,urn:cite:fuSyntax:0085003sentences.2896953,764,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896953_3,ἠχώ1
ὀδμὰ,urn:cite:fuSyntax:0085003tokens.2896953_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:115.5,urn:cite:fuSyntax:0085003sentences.2896953,767,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896953_3,ὀσμή1
πάγον,urn:cite:fuSyntax:0085003tokens.2896954_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:117.4,urn:cite:fuSyntax:0085003sentences.2896954,783,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896954_3,πάγοσ
πόνων,urn:cite:fuSyntax:0085003tokens.2896954_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:118.1,urn:cite:fuSyntax:0085003sentences.2896954,784,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896954_7,πόνοσ
θεωρός,urn:cite:fuSyntax:0085003tokens.2896954_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:118.3,urn:cite:fuSyntax:0085003sentences.2896954,786,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896954_9,θεωρόσ
δεσμώτην,urn:cite:fuSyntax:0085003tokens.2896955_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:119.2,urn:cite:fuSyntax:0085003sentences.2896955,794,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896955_3,δεσμώτησ
θεόν,urn:cite:fuSyntax:0085003tokens.2896955_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:119.5,urn:cite:fuSyntax:0085003sentences.2896955,797,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896955_3,θεόσ
Διὸς,urn:cite:fuSyntax:0085003tokens.2896955_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:120.2,urn:cite:fuSyntax:0085003sentences.2896955,799,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896955_8,Ζεύσ
θεοῖς,urn:cite:fuSyntax:0085003tokens.2896955_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:120.7,urn:cite:fuSyntax:0085003sentences.2896955,804,n-p---md-,urn:cite:fuSyntax:0085003tokens.2896955_15,θεόσ
ἀπεχθείας,urn:cite:fuSyntax:0085003tokens.2896955_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:121.2,urn:cite:fuSyntax:0085003sentences.2896955,806,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896955_13,ἀπέχθεια1
Διὸς,urn:cite:fuSyntax:0085003tokens.2896955_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:122.2,urn:cite:fuSyntax:0085003sentences.2896955,810,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896955_19,Ζεύσ
αὐλὴν,urn:cite:fuSyntax:0085003tokens.2896955_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:122.3,urn:cite:fuSyntax:0085003sentences.2896955,811,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896955_20,αὐλή1
φιλότητα,urn:cite:fuSyntax:0085003tokens.2896955_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:123.4,urn:cite:fuSyntax:0085003sentences.2896955,817,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896955_22,φιλότησ
βροτῶν,urn:cite:fuSyntax:0085003tokens.2896955_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:123.5,urn:cite:fuSyntax:0085003sentences.2896955,818,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896955_25,βροτόσ
κινάθισμα,urn:cite:fuSyntax:0085003tokens.2896956_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:124.7,urn:cite:fuSyntax:0085003sentences.2896956,826,n-s---na-,urn:cite:fuSyntax:0085003tokens.2896956_8,κινάθισμα1
οἰωνῶν,urn:cite:fuSyntax:0085003tokens.2896956_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:125.2,urn:cite:fuSyntax:0085003sentences.2896956,829,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2896956_7,οἰωνόσ
αἰθὴρ,urn:cite:fuSyntax:0085003tokens.2896957_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:125.4,urn:cite:fuSyntax:0085003sentences.2896957,831,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2896957_6,αἰθήρ1
πτερύγων,urn:cite:fuSyntax:0085003tokens.2896957_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:126.1,urn:cite:fuSyntax:0085003sentences.2896957,834,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2896957_5,πτέρυξ1
ῥιπαῖς,urn:cite:fuSyntax:0085003tokens.2896957_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:126.2,urn:cite:fuSyntax:0085003sentences.2896957,835,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2896957_6,ῥιπή1
μηδὲν,urn:cite:fuSyntax:0085003tokens.2896959_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:128.1,urn:cite:fuSyntax:0085003sentences.2896959,844,n-s---na-,urn:cite:fuSyntax:0085003tokens.2896959_2,μηδείσ
τάξις,urn:cite:fuSyntax:0085003tokens.2896960_4,128b-3,urn:cite:fuSyntax:0085003sentences.2896960,850,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896960_8,τάξισ
πτερύγων,urn:cite:fuSyntax:0085003tokens.2896960_5,128b-4,urn:cite:fuSyntax:0085003sentences.2896960,851,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2896960_7,πτέρυξ1
ἁμίλλαις,urn:cite:fuSyntax:0085003tokens.2896960_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:129.2,urn:cite:fuSyntax:0085003sentences.2896960,853,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2896960_8,ἅμιλλα1
πάγον,urn:cite:fuSyntax:0085003tokens.2896960_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:130.2,urn:cite:fuSyntax:0085003sentences.2896960,856,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896960_8,πάγοσ
φρένας,urn:cite:fuSyntax:0085003tokens.2896960_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:131.3,urn:cite:fuSyntax:0085003sentences.2896960,861,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2896960_14,φρήν1
αὖραι,urn:cite:fuSyntax:0085003tokens.2896961_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:132.5,urn:cite:fuSyntax:0085003sentences.2896961,867,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2896961_4,αὔρα1
κτύπου,urn:cite:fuSyntax:0085003tokens.2896962_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:133.1,urn:cite:fuSyntax:0085003sentences.2896962,869,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896962_3,κτύποσ
ἀχὼ,urn:cite:fuSyntax:0085003tokens.2896962_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:133.3,urn:cite:fuSyntax:0085003sentences.2896962,871,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896962_5,ἠχώ1
χάλυβος,urn:cite:fuSyntax:0085003tokens.2896962_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:133.4,urn:cite:fuSyntax:0085003sentences.2896962,872,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896962_1,χάλυψ
ἄντρων,urn:cite:fuSyntax:0085003tokens.2896962_6,130b-2,urn:cite:fuSyntax:0085003sentences.2896962,874,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2896962_7,ἄντρον1
μυχόν,urn:cite:fuSyntax:0085003tokens.2896962_7,130b-3,urn:cite:fuSyntax:0085003sentences.2896962,875,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2896962_5,μυχόσ
θεμερῶπιν,urn:cite:fuSyntax:0085003tokens.2896962_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:134.5,urn:cite:fuSyntax:0085003sentences.2896962,882,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896962_15,θεμερῶπισ
αἰδῶ,urn:cite:fuSyntax:0085003tokens.2896962_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:134.6,urn:cite:fuSyntax:0085003sentences.2896962,883,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896962_11,αἰδώσ
ὄχῳ,urn:cite:fuSyntax:0085003tokens.2896963_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:135.4,urn:cite:fuSyntax:0085003sentences.2896963,888,n-s---md-,urn:cite:fuSyntax:0085003tokens.2896963_1,ὄχοσ
Τηθύος,urn:cite:fuSyntax:0085003tokens.2896964_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:137.3,urn:cite:fuSyntax:0085003sentences.2896964,896,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896964_7,Τηθύσ
χθόν᾽,urn:cite:fuSyntax:0085003tokens.2896964_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:139.1,urn:cite:fuSyntax:0085003sentences.2896964,904,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896964_10,χθών1
ῥεύματι,urn:cite:fuSyntax:0085003tokens.2896964_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:139.3,urn:cite:fuSyntax:0085003sentences.2896964,906,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2896964_13,ῥεῦμα1
παῖδες,urn:cite:fuSyntax:0085003tokens.2896964_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:139.4,urn:cite:fuSyntax:0085003sentences.2896964,907,n-p---fv-,urn:cite:fuSyntax:0085003tokens.2896964_12,παῖς
πατρὸς,urn:cite:fuSyntax:0085003tokens.2896964_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:140.1,urn:cite:fuSyntax:0085003sentences.2896964,908,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896964_20,πατήρ1
Ὠκεανοῦ,urn:cite:fuSyntax:0085003tokens.2896964_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:140.3,urn:cite:fuSyntax:0085003sentences.2896964,910,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2896964_17,Ὠκεανόσ
δεσμῷ,urn:cite:fuSyntax:0085003tokens.2896964_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:141.5,urn:cite:fuSyntax:0085003sentences.2896964,916,n-s---md-,urn:cite:fuSyntax:0085003tokens.2896964_28,δεσμόσ
φάραγγος,urn:cite:fuSyntax:0085003tokens.2896964_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:142.3,urn:cite:fuSyntax:0085003sentences.2896964,920,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2896964_31,φάραγξ1
σκοπέλοις,urn:cite:fuSyntax:0085003tokens.2896964_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:143.1,urn:cite:fuSyntax:0085003sentences.2896964,921,n-p---md-,urn:cite:fuSyntax:0085003tokens.2896964_32,σκόπελοσ
ἄκροις,urn:cite:fuSyntax:0085003tokens.2896964_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:143.3,urn:cite:fuSyntax:0085003sentences.2896964,923,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2896964_31,ἄκρον1
φρουρὰν,urn:cite:fuSyntax:0085003tokens.2896964_34,143b-1,urn:cite:fuSyntax:0085003sentences.2896964,924,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2896964_36,φρουρά1
Προμηθεῦ,urn:cite:fuSyntax:0085003tokens.2896965_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:144.3,urn:cite:fuSyntax:0085003sentences.2896965,930,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2896965_1,Προμηθεύσ
ὄσσοις,urn:cite:fuSyntax:0085003tokens.2896966_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:145.3,urn:cite:fuSyntax:0085003sentences.2896966,935,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2896966_1,ὄσσε1
ὀμίχλα,urn:cite:fuSyntax:0085003tokens.2896966_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:145.4,urn:cite:fuSyntax:0085003sentences.2896966,936,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2896966_6,ὁμίχλη1
δακρύων,urn:cite:fuSyntax:0085003tokens.2896966_8,145a-3,urn:cite:fuSyntax:0085003sentences.2896966,939,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2896966_7,δάκρυον1
δέμας,urn:cite:fuSyntax:0085003tokens.2896966_10,145b-2,urn:cite:fuSyntax:0085003sentences.2896966,941,n-s---na-,urn:cite:fuSyntax:0085003tokens.2896966_11,δέμασ
